ano,territorio,deficit_domicilios,percentual_domicilios,fonte_url
2024,Brasil,5773983,7.4,https://agenciagov.ebc.com.br/noticias/202604/minha-casa-minha-vida-contribui-para-o-menor-deficit-habitacional-da-historia-do-pais-afirma-ministro
